compound_name,MARS_C03_000m_1,MARS_C03_000m_2,MARS_C03_000m_3,MARS_C10_000m_1,MARS_C10_000m_2,MARS_C10_000m_3,MARS_C12_000m_1,MARS_C12_000m_2,MARS_C12_000m_3,MARS_C15_000m_1,MARS_C15_000m_2,MARS_C15_000m_3,MARS_C18_000m_1,MARS_C18_000m_2,MARS_C18_000m_3,MARS_C21_000m_1,MARS_C21_000m_2,MARS_C21_000m_3,MARS_C25_000m_1,MARS_C25_000m_2,MARS_C25_000m_3,MARS_C29_000m_1,MARS_C29_000m_2,MARS_C29_000m_3,MARS_C34_000m_1,MARS_C34_000m_2,MARS_C34_000m_3,MARS_C38_000m_1,MARS_C38_000m_2,MARS_C38_000m_3
LPC 18:0,11496125.9,10602971.25,10684010.43,31191849.94,27020121.84,29333615.38,5680697.65,5769378.25,5848423.12,11448867.74,11869737.87,11246668.07,8287838.65,14202446.75,7287878.65,18678250.07,17509359.25,16794548.46,9973498.83,9862015.05,10506855.24,3261451.5,3910813.54,3582675.1,2501149.09,2658136.61,2862364.53,3687975.18,3814953.43,3719980.7
LPC 18:1_RT:5.34,33411586.29,30836687.11,31598859.45,95851354.49,83689806.58,135443851,8803210.95,8646284.12,8887197.91,18855965.65,17967990.84,16328534.5,14438113.03,22488915.75,12933124.36,47419520.52,49074379.39,45939012.39,14758877.92,13339070.47,14753905.35,2390153.5,3016560.97,2811287.75,2049684.8,2042694.65,2453927.01,6554952.68,6935826.99,7435888.69
LPC 18:1_RT:5.63,21136431.65,18573000.43,19812943.54,53334479.6,50651170.71,50993335.97,13054871.16,12026372.18,13170101.97,32387889.26,52795126.7,30785858.42,17103627.87,29529481.65,15289586.43,47626583.6,47993720.81,45219027.47,16733428.1,14892654.37,17247206.84,5444954.26,6260442.62,5740229.25,3593839.61,3894783.66,4230423.98,5359725.28,5392427.96,6341275.57
LPC 18:2,37941921.59,34634128.23,33900407.51,82208989.67,87052114.85,83352639.66,5427355.78,5562195.73,5944559.21,13571666.22,14560723.66,13476428.23,10530086.98,21809480.23,11600883.13,34684878.27,35611052.59,30657500.26,13494801.37,11335907.35,14431817.47,2004234.51,3285343.21,2771108.88,1601208.51,1495251.4,2035388.26,6601899.28,6986766.47,7977021.02
LPC 18:4,34679968.2,43978049.55,32783009.86,151272587.9,138629628.5,140542034.2,8094732.63,7516762.19,8430602.86,37964087.28,35237629.76,32778270.42,20338592.04,35489931.83,22034224.32,30604296.21,29450410.15,29246601.2,17013882.42,14427781.48,17503073.2,3338314.68,3910400.5,3729117.44,2241930.43,1729729.83,1900284.5,9481860.81,9858852.53,11299698.19
LPC 18:5,9202357.35,5162075.69,5998241.48,46093752.07,41485456.27,73293670.78,6710127.87,6402647.57,6405013.67,24919014.65,24163857.4,22016054.15,15156955.01,23723252.42,527934.48,21978558.74,22244094.2,19684481.56,14741730.7,20631637.84,14421801.66,2403429.97,2988460.5,4243123.16,1347500.73,1576347.63,2958993.66,6379119.26,9173789.01,6675344.45
LPC 20:3,4635768.89,5159935.74,3943393.83,16151228.49,14615059.45,16516244.76,663092.59,689740.3,765287.61,4299543.86,3692345.92,3427689.07,1945314.92,2424272.62,1349446.71,8027343.77,8389440.48,8133958.17,2956015.25,2677987.9,2981720.08,424243.65,475845.46,453180.46,538313.53,564900.76,603936.14,1335328.57,1389804.37,1356748.44
LPC 20:5_RT:3.3,229007473.7,199601522.1,211272368.7,519222077.2,477270560.1,860654548.2,40995060.91,37448567.51,40274076.5,135327790,131822868.8,118362645,79449905.17,141466738.2,91025838.81,136769817.9,147117752.1,125943041.9,93149773.22,91137376.01,102388862.7,18446868.41,22766261.55,124984.5,11479449.52,12727885.22,15140828.06,38309389.51,40805689.27,44063498.29
LPC 20:5_RT:3.53,212763467.9,209090972.8,203140297.5,386304076.4,346654017.8,346296077.6,67081044.51,64665298.55,67792311.25,266067766,261544955.6,227603429.2,231280582.5,277031967.8,163980183.5,304977270.9,304740745.1,270772980.4,289033914.9,155588399.6,282989189.7,44082280.6,51922000.23,70923014.3,22997869.65,23089268.81,27890015.05,50283654.86,51024272.93,56559837.14
LPC 22:5,19674109.64,19258612.37,22394263.94,68959114.17,63229515.62,62482037.83,4024592.69,3178211.14,4072454.07,17814206.82,16918379.6,15132037.04,7974645.76,13308047.44,7021906.07,19052839.24,19934820.86,22482506.29,8009847.4,8530050.99,9436338.37,2420861.2,2512158.06,2351233.02,1041959.1,1048387.47,1344265.33,3591497.2,3669457.77,4199348.61
LPC 22:6_RT:4.05,924720825.6,999553338.9,977620775.9,4134806365,6105146565,4097173325,370218716.3,350971755.8,373259887.9,1547471896,1512389256,1392862302,968670462.9,1549040624,929244379.3,1277995879,1311282775,1204357425,784997009.7,696408804,766181655.5,187894603.8,246641437.4,194801242.8,95205087.39,107303738.4,125208429.8,267457085.6,263713838.7,277504426.4
LPC 22:6_RT:4.29,397994175.1,371791428.4,356700512.4,2287800008,2210748423,2153117449,427507456.7,403778048.7,437240629.9,1951244548,1923057944,1701989215,980871023.2,1718066739,943101004.4,1642711559,1654028134,1596486909,674597424.1,556373606.3,616746164.4,195871674.3,272774752.1,222917359.5,85598928.32,94001065.9,108776662.9,187404566.6,190250560.2,205445652.9
LPE 16:0,4999946.17,5306311.41,4733225.06,3725459.2,4057136.61,3473076.88,3441103.64,3838498.96,4198088.55,5534539.53,5213876.37,5351650.26,6506647.3,15020748.3,5820055,2133497.82,3001076.38,3105188.02,3355650.85,3710676.03,3150886.82,2811483.81,3253500.68,2845957.02,3218613.8,2800095.09,3124764.81,2851832.14,2872360.35,2948860.96
"LPE 17:2 +4O,LPG 16:3 +2O,LPC 14:2 +4O",354511.14,70191.56,276827.21,1754001.93,1607919.11,1626403.04,6638.7,216284.56,268091.45,1101396.06,826054.91,846381.22,319779,0,0,279367.85,123283.9,367052.57,577168.34,330098.08,491046.2,977.6,59861.02,73623,0,0,0,187344.98,214173.56,117657.4
LPE 18:0,1792991.4,1909260.74,1795570.04,713712.17,1294630.3,1319116.1,1169231.1,1137421.14,1352237.62,2250358.25,2444132.14,2157681.94,3150106.9,7589475.38,2793364.75,1097751.01,1233850.74,1030860.74,0,1611328.04,1125978.52,1598657.56,2026687.05,1859445.68,1473760.77,1505359.18,1335259.52,1259707.09,1296166.39,1234901.08
LPE 20:5,20627949.35,19668964.66,17854734.29,38052564.96,39204060.78,40067670.36,8584859.53,9737980.54,8897703.15,9978615.78,10140117.28,9335213.31,12182878.75,28139804.64,11440619.05,21311685.34,20060855.84,19453131.64,8622094.32,8657496.03,9268017.51,2370425.44,2804040.57,2588124.08,1964483.6,2262397.21,2191315.08,5635915.04,5559691.73,6413615.5
LPE 22:3,4019969.14,3790543.63,3892144.85,11450394.15,9951015.69,12183084.38,1622291.23,1406594.73,1632717.97,5871303.85,6524502.68,5092245.7,1725626.18,4281975.21,1868387.04,3919226.7,3632536.29,3362909.1,837463.17,841887.42,998523.13,340056.98,391262.69,352135.15,119617.98,127696.28,140029.88,719940.66,676644.54,774803.38
LPE 22:6,106649545.7,107674032.1,114019015,168176606.6,164430517.1,170423261.4,43023215.35,42592724.79,43523257.8,67322455.94,69351224.92,72627186.73,64400346.13,144632850.7,56660681.39,75676767.45,86685670.31,75022821.96,54035546.25,45221026.43,54481482.11,22327704.54,26501341.71,25192063.37,13809203.27,15351861.59,16072296.3,31802855.13,31009328.92,35856385.91
LSQDG 11:0 +2O,1932943.84,2069473.63,1699516.25,2306034.89,1471948.55,1079479.73,530361.16,536429.34,545212.51,3131037.23,2653006.22,2241597.23,400001.26,609782.62,245183.46,1514862.54,1254790.95,1516745.33,1702136.98,1703577.44,1746372.65,241619.21,310518.18,277404.77,331960.74,353970.63,348344.85,389139.96,404353.77,479398.42
LSQDG 12:0 +2O,548689.19,1365713.73,1323807.23,9187029.17,8708110.79,8573827.47,399379.6,365470.86,507048.09,6125669.73,5174457.17,4024963.56,2952387.74,4182546.03,620322.17,4773779.68,839569.83,1120291.05,3719325.12,3061941.75,3917484.76,597582.31,155164.03,605188.08,397231.9,511902.73,678344.43,1142459.06,984485.76,1168463.9
LSQDG 25:0 +2O,11681459.18,10779060.77,11654783.54,13641877.19,15391137.31,15073307.11,5219655.02,5915471.35,5595816.41,7694354.07,6894771.16,6846738.65,6646307.86,12863532.16,3815248.76,14287254.4,15111678.24,16170106.63,4149430.81,3909549.09,4175717.29,2165287.92,2492049.74,2382082.04,2485178.18,2665501.8,3061776.79,11833458.88,11933847.15,10097380.91
Zeax,1824193.33,1801538.69,1905319.82,23089505.94,22591196.69,25238469.95,836277.08,903207.54,853805.17,7107418.49,7074900.63,6798096.7,5052464.94,1022452.36,1542239.93,3748619.22,3034981.65,3744130.57,7887121.56,9612229.67,7844414.73,1959539.01,2379182.05,1979668.58,1814642.26,1920659.05,1957022.33,4450548.81,3974704.96,6033773.43
Lut,141798.58,0,0,3152267.02,3793804.14,3247716.17,179888.84,169237.67,287886.45,2355644.55,2151533.73,2252795.19,695688.78,336776.44,183462.8,1237455.59,1322789.43,1491047.32,1199348.17,1564653.03,1158153.28,401413.93,466544.68,352530.15,195425.62,223533.8,186589.24,802780.63,715800.74,806634.6
MAG 11:0 +1O,869440.21,518064.59,1004453.43,2636921.83,3148101.95,3531144.41,406011.81,149421.98,399999.14,3844710.64,3259033.84,2265566.32,228042.42,470833.24,211475.26,0,63217.69,0,742210.05,935572.2,722012.32,107262.02,120835,111023.97,84755.74,96102.15,141607.73,2237104.18,1854712.93,3269151.08
MAG 13:1 +3O,1956285.66,2095332.07,2626092.67,9325316.18,8772881.29,8998695.77,795559.92,340094.55,491190.42,4991405.81,3710940.9,3451163.2,945297.24,1515405.87,556140.03,3263206.06,2806340.72,2805247.18,1467415.61,95118393.51,1747139.81,0,0,0,0,0,0,110119.33,415100.52,364751.35
MAG 18:0 +2O,13993920.41,11542959.97,11367771.9,41159454.93,37122500.17,38990298.55,3050539.25,2920385.91,2873492.99,11677572.6,11847823.32,9560628.57,3095534.77,4388364.63,2976036.87,11253570.26,9611018.61,9615088.15,5085200.58,4649296.42,4836707.17,0,0,0,0,0,0,802353.56,1234929.16,1579524.24
MAG 20:0 +2O,6038161.79,4998085.91,5613084.77,15013883.99,13132389.65,13182484.67,1807619.77,1339958.68,1548533.92,3919725.07,3661127.33,3355483.91,1488226.99,1330417.48,1023691.09,3455873.57,4081828.57,2971371.33,2283106.1,2075409.47,2098775.77,0,0,0,0,0,0,450379.47,420526.03,754382.97
MAG 20:1,15666634.15,13032273.53,12061537.55,39154490.03,32668329.67,33969595.44,1773906.34,688170.28,986653.13,4837501.04,4060990.66,3894747.27,2738008.44,2672303.64,1767922.56,8431597.72,8781766.85,7053619.1,2193241.89,3296137.84,2321107.58,0,0,0,0,0,0,2505166.24,1935579.15,3052477.51
MAG 20:2,3116338.83,3926481.37,3330698.06,3397033.17,4609181.95,3697182.46,828450.25,1388461.7,1592763.79,3181146.58,2938444.3,2491037.1,1378961.97,2731372.02,1195002.4,2440150.32,2540331.01,2749604.6,3093246.83,4845639.63,3113571.92,928045.26,1029878.82,924988.71,1515828.53,1516213.4,1638093.19,2481498.76,2712205.18,2933162.15
MGDG 28:0/ MGDG 14:0_14:0,45859544.73,43607369.42,39321103.62,89008005.94,80162006.83,78062840.09,7527629.12,6765197.2,7488868.85,31898526.85,29366335,25997284.87,10938822.45,19027332.18,9209799.34,49748936.76,52747466.02,46364275.16,16792367.95,16219023.64,16771117.82,6370191.83,8051011.73,7122227.38,5302294.63,5590387.74,6141066.31,16854653.83,15861177.45,18039723.02
MGDG 28:1 +2O_RT:11.97,11468188.81,11915392.91,10520936.64,11856784.68,14226392.98,12338580.71,3345842.69,3804460.76,3408695.13,5346745.91,5413972.97,505074.09,3850393.56,7896441.9,3462491.59,10291540.68,11666555.47,10782512.4,3646170.58,3176023.53,3179396.49,1553336.07,1854948.66,1652654.6,2434996.5,2255660.29,2374955.39,5292333.55,5892183.26,5623089.02
MGDG 28:1 +2O_RT:4.99,1874731.9,959547.41,947361.38,10152256.69,11055088.49,10536575.69,344356.19,399078.94,513538.96,1226758.22,1083194.92,758962.03,1348570.43,1020193.44,909247.29,1201181.51,1587123.05,1118898.09,1108792.61,1189007.39,1520216.39,318850.33,395059.88,351722.91,50499.2,56167.36,109477.86,276307.34,431885.26,452632.81
MGDG 30:0,25782852.49,25064981.5,11227818.55,87267671.06,82183727.31,69761028.51,95753.49,1957469.81,2014767.04,32080258.21,28850483.09,21403749.68,5855234.34,9084299.81,5783426.19,37731718.65,38109772.78,38283282.06,2233439.1,1682850.95,2302058.1,0,0,0,0,0,0,10215172.02,8039468.99,7911408.48
MGDG 30:1 +3O,586128.45,630037.33,573669.86,8028999.89,7383527.08,8231635.76,253467.52,192510.06,67009.91,443841.57,256753.14,270993.14,683222.56,749822.57,437161.02,707475.39,722784.59,488495.86,680517.08,625389.36,573978.2,192160.58,281061.17,216018.95,12670.87,12481.27,26012.58,210440.83,190538.7,379954.41
MGDG 30:1|MGDG 14:0_16:1,289404927,260928954.1,261961738.4,543429724.2,487550820.5,496732047.1,43064105.81,36714411.7,41370530.94,176778365.4,169798710,144011372.2,55114435.98,94104877.33,52634941.39,257148248.6,277441289.4,240573373.9,104430177.1,96930862.18,105242935.1,22483325.98,28727763.23,24514842.01,29510049.02,30186331.08,34222092.01,89767231.76,88853136.45,100334894.3
MGDG 30:2,45092272.64,40273581.15,38512440.06,71293640.46,67746156.49,70888154.11,5762633.19,5212000.72,5606321.73,18358280.76,18421200.86,17343453.28,7735414.4,11290802.34,6428521.88,27916831,28500736.48,24161086.92,12168032.02,11223144.12,12618188.02,2125160.18,3171237.34,2632956.59,2259447.39,2827872.48,2753575.58,6732477.81,7268583.34,6943050.19
"MGDG 32:0,TAG 38:0 +4O",2761909.96,5751723.85,4949202.19,34925353.03,33082685.69,34663975.27,1536034.38,1205103.64,1381776.46,26489280.05,21405365.57,18788971.24,2493118.21,2938883.84,3005632.43,10931805.83,11205777.81,10259889.24,4058151.71,1661943.25,1334600.41,1126755.04,2331364.15,2329145.86,560498.88,258241.78,637632,3211260.84,2732738.96,3025122.88
MGDG 32:1,42139706.78,44369954.54,47094584.79,52814185.46,51613154.4,53901840.39,23003096.97,24956760.17,23756515.58,38377651.9,35510916.33,39659799.4,29630575.65,52482908.54,24995217.4,49977656.26,57945582.4,54890573.75,20994512.53,20872625.76,20133705.2,10380251.07,9324050.09,9545044.2,13631459.25,11992678.23,13077800.92,42277805.45,44690192.98,49929502.57
MGDG 32:2/ MGDG 14:0_18:2,117463307.9,99370965.68,100042624.4,254869917.9,238553733.5,238788241.6,18982066.09,16765979.87,18025604.32,107631798.3,101026921.3,89423718.5,29833791.08,43466130.2,28060994.16,110229698.6,115950885.9,98590445.19,74519207.4,71310726.02,80009323.78,25765554.06,30937009.4,25983451.93,20823070.96,21593403.02,24331035.61,48109964.69,43950429.6,49196358.15
MGDG 32:3/MGDG 14:0_18:3,44827330.72,40870480.84,37760963.25,71583246.51,65635659.62,4690804.77,7455918.6,2143576.27,6519736.62,32783917.94,6924327.59,25842324.56,7365646.44,11834456.31,6351891.95,30660489.3,32905763.99,28193323.89,11846266.24,12510497.57,11176983.12,3860309.21,4816979.96,4366560.81,3134019.26,2760917.3,3761841.35,8379836.82,8557825.5,8493685.24
MGDG 32:5 +3O,5640559.18,5992783.43,5395614.12,5207210.29,5220923.36,5093586.89,1977087.12,2146466.56,2007399.5,4305233.25,4386457.76,4608723.39,2084595.3,3836432.87,1827848.43,3834101.34,3745257.93,4103040.14,3363610.74,3048482.42,2700569.95,1223686.32,1474352.76,1379650.84,1775764.22,1806384.85,1788372.81,3589154.27,3391999.54,4098085.63
MGDG 32:6,219518519,197744532.2,188824490.2,282866449.6,243387967.7,251737991.1,28186217.95,25710751.86,30809138.29,69334975.57,66076805.84,56224020.76,28311216.82,52613806.57,22106291.37,83409876.12,80307341.71,76084074.64,16892622.01,15485675.13,17006738.33,1791878.58,2349538.23,2186293.73,1150853.49,1351470.69,1398665.27,5810643.22,6419185.71,6523032.26
MGDG 34:1 /MGDG 16:0_18:1,91051901.93,75998816.68,86293961.54,627691926.5,645934952.3,544831632.7,28175079.47,20840664.57,30747697.72,466382061,399095978.8,358966045.4,79421916.52,54959000.78,74657301.64,169737994.4,182295067.9,152341057.2,112148060.5,95933061,102942763.5,43157516.68,48969017.58,46973649.42,17556142.76,17655686.87,33053934.47,78151881.41,81513819.08,95378333.8
MGDG 34:2,27679804.41,23289063.61,25073463.66,223062668.5,210344839.3,209010633.2,11803490.15,9132767.59,11519242.12,389108367,366083196.4,304440802.9,20721860.65,25166405.24,20229208.89,72612890.62,71836276.72,67200965.34,51317464.46,49456250.83,19568196.84,21686135.63,29197252.03,24811872.49,9219116.99,8805048.59,10395362.77,24630364.4,24729247.66,32060124.61
MGDG 34:2 +1O,0,0,0,4177448.85,4038030.03,3938977.43,1261215,740326.6,1156577.57,29735313.97,27726976.03,21677493.62,4457577.04,7309500.28,3289028.97,3643895.64,3761232.9,4324434.48,6426059.52,1434046.53,5341213.69,1172669.29,1502179.56,1295150.92,1165568.91,1140794.81,621337.22,980264.13,2864414.99,2720634.56
MGDG 34:3 +1O,0,0,0,2048517.11,2065519.9,1949411.97,0,0,0,117025192.7,101676394.3,84969135.24,957729.81,0,571016.98,158495.55,258186.63,125174.48,3112931.19,5174837.29,1240807.18,1084942.53,1132063.13,1041336.83,846136.04,919859.53,938594.44,1533477.77,1529962.87,1539162.61
MGDG 34:8,112855735.4,49759517.87,92440009.13,57077673.71,46762549.35,53215893.32,10759582.23,11974122.86,10997392.2,54021881.64,50170004.2,47894285.98,17278202.18,26486114.66,14514905.2,47108150.34,52220426.28,46398019.76,35028976.87,37315585.64,37233346.93,5793457.25,9018782.85,7650622.87,5831638.25,6556416.11,6957386.35,13444500.95,16368054.22,17239353.95
MGDG 34:8 +2O,15722927.57,16972886.65,16416353.71,10648280.67,10049633,9481422.95,795811.29,1503798.1,351441.87,0,0,0,0,352241.41,0,4421066.04,4598183,4483933.71,1470806.16,1317342.02,1465172.51,416747.4,461393.94,341630.14,437944.61,466884.76,593152.82,1932026.4,2730529.94,2328697.29
MGDG 34:9,3013471.04,75492141.23,73999077.93,242097992.6,205139854,226038462.2,42909805.76,36070851.48,41659394.11,296756236.2,274924431.2,246795834.1,53536748.66,95731556.63,44726110.85,172675204,2711077.46,156650672.9,78012647.06,91404535.7,91474199.76,23692425.83,29198955.56,26160395.5,14809960.68,16179870.78,18453990.63,27727705.36,31875626.72,34830618.67
MGDG 35:2,6981026.52,19372247.3,18866625.05,566397.1,20855.36,2634617.8,0,15327012.25,0,64600610.89,65600436.28,58870071.19,0,2661064.18,1153776.4,25851879.63,2916440.94,17008440.3,17489539.41,25314408.01,5122342.9,1615241.12,3665519.09,3666123.04,1776058.97,1910207.15,2109259.91,0,0,0
MGDG 36:1|MGDG 18:0_18:1,0,0,0,4828055.41,3760952.86,1315915.54,461060.38,0,0,10160185.18,11070201.66,4820205.96,4198094.45,0,235027.79,8809525.7,8695091.91,8848328.21,11132087.07,9169892.32,10893168.83,1425938.04,2160155.93,1068366.17,33729.02,148267.43,865080.68,3210555.54,3617948.82,4529951.77
MGDG 36:2_RT:14.89,18765422.7,16318671.51,19524051.71,184772524.4,177450389.1,174352011.5,1990184.44,5082064.92,4492992.32,166022551.6,149864765.7,134156154.3,16850914.02,16274744.56,17531005.06,58935137.24,63367043.61,61040898.21,33891728.53,28358850.07,34724707.21,14330151.62,36315906.81,32106892.2,4392513.8,5078743.45,7287184.84,15913065.5,17871836.36,19025037.02
MGDG 36:8 +3O,16330841.57,25949366.26,24974735.99,65885442.71,63026014.94,64645517.07,7807962.99,7386286.16,7629874.98,17821540.19,17167043.75,16920932.01,23760894.2,54257721.58,19828305.17,51703839.29,53847932.79,52660543.04,8874665.42,8406164.59,8311554.06,781074.86,1067503.28,789276.8,186887.74,204401.8,216051.8,1926167.34,2042612.91,2632615.25
MGDG 36:9,1044888561,54911199.66,49509089.08,1247394243,1107716998,1166248814,26893177.48,23692866.64,26202829.68,396882253.5,388869474.9,170647742.3,154962882.9,1072022.17,43751307.18,102188123.2,103669299.4,493092269.4,172334870.9,39064951.27,170178433.6,10634696.61,12921162.78,11632845.96,10290904.69,10960116.24,12278062.01,66037282.51,69030978.72,33061562.12
MGDG 38:10,1095819036,996657738.5,909728551.3,4852394495,4303468975,4283396722,581063101.6,546712923.1,565687028.9,3064389639,2866088834,2587076900,7165516.5,1788511752,946266270.2,2514479312,2435314428,11461655.34,1670659780,1516143995,1650704853,2717242.67,601680431.5,561627737.5,222488293.1,240514211,303846481.5,350715935.2,411264937.3,410756523.4
MGDG 38:10 +4O,3501241.72,3429849.79,3642415.98,16420254.16,16171780.3,15356351.13,6600216.59,6130074.88,6746429.76,21432485.38,19728848.9,16778092.91,12684911.88,20428657.54,17036444.23,17307873.39,17412316.39,14502832.64,30576487.16,22299502.44,28552799.18,2771346.34,3743606.09,3246371.4,1983685.83,2280625.02,2974375.45,5629108.32,6053540.49,6353791.91
MGDG 42:1 +1O,2619107.53,1350405.85,2591725.63,186741508.3,194495626.5,655881.63,3989877.78,0,186362.93,16744106.99,73259003.25,3048475.99,49103425.18,171566.07,68631674.52,132173504,2183213.17,0,0,11017010.71,9735017.82,0,0,1800027.97,2293757.49,2594834.49,1678712.94,0,0,995107.69
"Neox_Nos,Pras,Viol",7661969.99,11067499.13,11474969.2,29866349.62,26575108.69,27799092.47,2672169.66,2542738.62,2735951.3,11772797.45,13703899.6,10884830.41,3532161.23,3998530.04,2568668.21,5712364.49,7164067.42,5576814.88,8725579.71,8822419.77,8648474.29,1317280.41,1701633.73,1518339.37,1116165.73,1138324.55,1197586.24,770896.38,685902.94,713269.06
"PA 24:1 +1O,LPA 24:2 +2O,PE 22:0 +1O,LPE 22:1 +2O,LPG 21:2,LPC 19:1 +2O",130895201.3,123704895.3,119185807,44746553.76,45085698.7,47580765.04,50760142.73,43393659.71,51735061.92,14716688.29,15943848.07,15140921.47,9804795.16,103565653.4,25377308.47,152354942.5,151769002.6,89834615.42,611986.67,382971.29,965280.37,0,0,61044.23,108284.79,85643.82,212295.44,3972425.65,4404741.49,4013375.19
